"dist","regime","label","n","p","alpha","is_covered","c_plus_estimate","c_minus_estimate","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0195263206613486,-0.0173701494047537,FALSE,0.651618479138169,0.740749819263235,0.335390562832725,0.39915690605731
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.017532253806283,-0.0157204952298838,FALSE,0.570597947801274,0.661062919757246,0.303237784773536,0.342624768760807
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0226636766241533,-0.0207650310513496,FALSE,0.762764647260415,0.845912549625014,0.374960390826403,0.447909603078495
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0198681731170185,-0.0172637628761955,FALSE,0.774272683027342,0.995360985013438,0.372671127672694,0.454596252252878
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0169181705448309,-0.0155424222244973,FALSE,0.706951303781201,0.817005152376981,0.338408040525576,0.375142603762363
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0239275717281684,-0.0206135936179773,FALSE,0.913405822624947,1.20355709145044,0.447508990707513,0.547371953459225
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0195642957002944,-0.0167828142003971,FALSE,0.676077562450703,0.838833461064855,0.313570245012539,0.393867328449688
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0175137396357527,-0.0148046703459888,FALSE,0.613470082235023,0.723201426609021,0.284547120361378,0.350412255111102
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0244870227021398,-0.0207812051363825,FALSE,0.847876156530446,1.04766970300538,0.394519459676144,0.499635547047219
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0197494890979752,-0.016632709580239,FALSE,0.814742875242455,1.09142372413447,0.380918681869094,0.480224812056416
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0176847948011098,-0.0152859501622095,FALSE,0.721470679980106,1.01566424856835,0.338002825849597,0.451396897686715
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0239249383832194,-0.0206772296311191,FALSE,1.06701892858795,1.29086975330508,0.454062465050979,0.576941108770506
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0195376683587441,-0.016730225954892,FALSE,0.693385899363113,0.862224088827705,0.337275360137375,0.426916397435979
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0175088440187927,-0.0147500681209324,FALSE,0.595523406426975,0.729507034703001,0.288119559998727,0.357666108315801
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0235688375389612,-0.0207145324951188,FALSE,0.892854590926237,1.04623387792403,0.443087893397343,0.516598320475282
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0196056632354401,-0.0167103349743547,FALSE,0.806038641821879,1.01808026301568,0.360502448256958,0.451746739775272
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.017543536385783,-0.0147160630820537,FALSE,0.694435213969755,0.94747100178757,0.316722883646742,0.422875480841257
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0236577966543436,-0.0197257962230563,FALSE,0.918680681524961,1.13160075633194,0.420039882209231,0.502118517538054
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0187807741809485,-0.0166275917036134,FALSE,0.647489962048428,0.938927662406599,0.315795925343042,0.404411552379889
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0167068169513966,-0.0146251728288048,FALSE,0.580282178907561,0.728983960035647,0.277305832352128,0.323045385632008
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0226905653218455,-0.0196759368584559,FALSE,0.803728425954542,1.07917200970227,0.359552150967198,0.465759984255074
