"dist","p","n","alpha","is_covered","c_plus_estimate","c_minus_estimate","xi_hat"
"bivt",0.005,1000,"0.05",TRUE,0.00909924124213506,-0.00420911309159825,0.294248725399006
"bivt",0.005,1000,"0.1",TRUE,0.00653269852829109,-0.00416364166608101,0.294248725399006
"bivt",0.005,1000,"0.01",TRUE,0.0107827439989197,-0.0043005122216694,0.294248725399006
"bivt",0.005,1000,"0.05",TRUE,0.00684965156207847,-0.00404916075624197,0.207416539448522
"bivt",0.005,1000,"0.1",TRUE,0.00543633241754871,-0.00393944724108068,0.207416539448522
"bivt",0.005,1000,"0.01",TRUE,0.00893932013761982,-0.00425262275196349,0.207416539448522
"bivt",0.005,1000,"0.05",TRUE,0.0100646750261946,-0.00465954738361184,0.219895914713165
"bivt",0.005,1000,"0.1",TRUE,0.00781242209877901,-0.00464842391381298,0.219895914713165
"bivt",0.005,1000,"0.01",TRUE,0.0174424776215742,-0.00472248943616556,0.219895914713165
"bivt",0.005,1000,"0.05",TRUE,0.00786872649406371,-0.00408620818288112,0.311919556094996
"bivt",0.005,1000,"0.1",TRUE,0.00652192315506845,-0.00401690096943424,0.311919556094996
"bivt",0.005,1000,"0.01",TRUE,0.00975815354744455,-0.00417638409542842,0.311919556094996
"bivt",0.005,1000,"0.05",TRUE,0.0059254550347999,-0.00345444530658074,0.305923986306204
"bivt",0.005,1000,"0.1",TRUE,0.00498187137038565,-0.00328070838097288,0.305923986306204
"bivt",0.005,1000,"0.01",TRUE,0.00677780431434997,-0.00365840154050296,0.305923986306204
"bivt",0.005,1000,"0.05",TRUE,0.00776631600425371,-0.00387178457611973,0.30851424020369
"bivt",0.005,1000,"0.1",TRUE,0.00666508218062198,-0.00381228879276247,0.30851424020369
"bivt",0.005,1000,"0.01",TRUE,0.0108073998686463,-0.00397395093981818,0.30851424020369
"bivt",0.005,1000,"0.05",TRUE,0.00613781911593514,-0.00392382021279824,0.319675276352482
"bivt",0.005,1000,"0.1",TRUE,0.00506889215757922,-0.00389734109055645,0.319675276352482
"bivt",0.005,1000,"0.01",TRUE,0.00821234227266011,-0.00396873339640085,0.319675276352482
"bivt",0.005,1000,"0.05",TRUE,0.0080239925112294,-0.0040313951096996,0.270502889661667
"bivt",0.005,1000,"0.1",TRUE,0.00722373730816685,-0.0040231272360977,0.270502889661667
