"dist","p","n","sim_id","theta","r_true","r_naive","r_lower","r_upper","xi_hat"
"bivt",0.005,1000,4,1.41051098732603,4.5579706791512,3.78685288500129,3.78685288500129,4.06881981208241,0.261585566454184
"bivt",0.005,1000,4,1.4425680552198,4.54712212626595,3.76925773847322,3.76925773847322,4.43895818249345,0.261585566454184
"bivt",0.005,1000,4,1.47462512311358,4.53987633787884,3.75566669614708,3.75566669614708,4.73411146191025,0.261585566454184
"bivt",0.005,1000,4,1.50668219100735,4.53633601327793,3.74817690400365,3.74817690400365,4.72063204238562,0.261585566454184
"bivt",0.005,1000,4,1.53873925890112,4.53659951229315,3.74239865636387,3.74239865636387,4.71335464282423,0.261585566454184
"bivt",0.005,1000,4,1.5707963267949,4.54076510043897,3.74047587256366,3.74047587256366,4.71093299756834,0.261585566454184
"bivt",0.005,1000,5,0,4.54076510043897,4.09691681030729,4.09691681030729,4.74628223823649,0.311427312270035
"bivt",0.005,1000,5,0.0320570678937734,4.53659951229314,4.09902282182615,4.09902282182615,4.74872205469563,0.311427312270035
"bivt",0.005,1000,5,0.0641141357875468,4.53633601327794,4.10535169566362,4.10535169566362,4.75605406139081,0.311427312270035
"bivt",0.005,1000,5,0.0961712036813202,4.53987633787882,4.11593608606933,4.11593608606933,4.76831608830306,0.311427312270035
"bivt",0.005,1000,5,0.128228271575094,4.54712212626594,4.13083087468698,4.13083087468698,4.78557171587166,0.311427312270035
"bivt",0.005,1000,5,0.160285339468867,4.5579706791512,4.15011386873138,4.15011386873138,4.80791108383313,0.311427312270035
"bivt",0.005,1000,5,0.19234240736264,4.57230999009857,4.17388680155177,4.17388680155177,4.83545205037468,0.311427312270035
"bivt",0.005,1000,5,0.224399475256414,4.59001290276698,4.17417120423766,4.17417120423766,4.8852628999164,0.311427312270035
"bivt",0.005,1000,5,0.256456543150187,4.61093024367142,4.20711013025685,4.20711013025685,4.74283922626567,0.311427312270035
"bivt",0.005,1000,5,0.288513611043961,4.634943849209,4.21853127632675,4.21853127632675,4.7479166696802,0.311427312270035
"bivt",0.005,1000,5,0.320570678937734,4.66172596695062,4.21296171122575,4.21296171122575,4.82508049967607,0.311427312270035
"bivt",0.005,1000,5,0.352627746831507,4.69108879723264,4.24111654633842,4.24111654633842,4.89117871911081,0.311427312270035
"bivt",0.005,1000,5,0.384684814725281,4.7226959784185,4.20142847530421,4.20142847530421,4.41868071022766,0.311427312270035
"bivt",0.005,1000,5,0.416741882619054,4.75615657810007,4.08106949431724,4.08106949431724,4.54713255861341,0.311427312270035
