"dist","p","n","alpha","is_covered","c_plus_raw","c_minus_raw","b_marg","B_marg1","B_marg2","beta_frac_pos","beta_frac_neg","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac"
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0125554543672049,-0.00446353953009077,0.284861354369163,-0.181365606175397,-0.0790363069473212,0,0.927754202345347,0.203253654834717,0.435605096968411,3e-04,0.5168
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00856552981246661,-0.00381374381025662,0.284861354369163,-0.0790363069473212,-0.181365606175397,0.036585069618929,0.767030990351301,0.115594682638035,0.0871069842076114,5e-04,0.5838
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.0065017415562255,-0.00328348922560524,0.284861354369163,-0.0790363069473212,-0.181365606175397,0.036585069618929,0.767030990351301,0.115594682638035,0.0871069842076114,5e-04,0.5838
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0118061407316652,-0.00447605602858554,0.284861354369163,-0.0790363069473212,-0.181365606175397,0.036585069618929,0.767030990351301,0.115594682638035,0.0871069842076114,5e-04,0.5838
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00676359992860381,-0.00444761651342082,0.197308281612975,0.0232929922807543,0.12562229150883,0.197308281612975,0.927754202345347,0.294907876223119,0.0265167539108018,5e-04,0.8402
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00577379953404664,-0.00399515659042788,0.197308281612975,0.0232929922807543,0.12562229150883,0.197308281612975,0.927754202345347,0.294907876223119,0.0265167539108018,5e-04,0.8402
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.00960446167181205,-0.0044690692531006,0.197308281612975,0.0232929922807543,0.12562229150883,0.197308281612975,0.927754202345347,0.294907876223119,0.0265167539108018,5e-04,0.8402
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00641332654841968,-0.00384165087961406,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.036585069618929,0.767030990351301,0.347769648166698,0.342521663338282,2e-04,0.542
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00555129228813009,-0.0033690883833242,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.036585069618929,0.767030990351301,0.347769648166698,0.342521663338282,2e-04,0.542
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.00876270940259594,-0.00443989250828532,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.036585069618929,0.767030990351301,0.347769648166698,0.342521663338282,2e-04,0.542
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00686316436254506,-0.00434935014271489,0.284861354369163,-0.181365606175397,-0.181365606175397,0,0.927754202345347,-0.129977263632959,-0.0898010149705229,0,0.763
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00577098214504227,-0.00381504845392656,0.284861354369163,-0.181365606175397,-0.181365606175397,0,0.927754202345347,-0.129977263632959,-0.0898010149705229,0,0.763
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0113869045575652,-0.004473898218179,0.284861354369163,-0.181365606175397,-0.181365606175397,0,0.927754202345347,-0.129977263632959,-0.0898010149705229,0,0.763
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00739989649343158,-0.00361552639874914,0.197308281612975,0.0232929922807543,0.12562229150883,0.197308281612975,0.606307778357255,0.169216860022958,0.303776452849665,0,0.4396
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00612572913734116,-0.00316116692262177,0.197308281612975,0.0232929922807543,0.12562229150883,0.197308281612975,0.606307778357255,0.169216860022958,0.303776452849665,0,0.4396
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0117119577958565,-0.00434594736554682,0.197308281612975,0.0232929922807543,0.12562229150883,0.197308281612975,0.606307778357255,0.169216860022958,0.303776452849665,0,0.4396
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00807492525059214,-0.00370906918132774,0.284861354369163,0.0232929922807543,-0.181365606175397,0.036585069618929,0.606307778357255,-0.0392133581132327,-0.406802271378663,0.0036,0.7192
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00738567915712387,-0.00325861250405813,0.284861354369163,0.0232929922807543,-0.181365606175397,0.036585069618929,0.606307778357255,-0.0392133581132327,-0.406802271378663,0.0036,0.7192
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.00974138303242879,-0.00441306558913296,0.284861354369163,0.0232929922807543,-0.181365606175397,0.036585069618929,0.606307778357255,-0.0392133581132327,-0.406802271378663,0.0036,0.7192
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.007722511470947,-0.0039891136741624,0.197308281612975,-0.0790363069473212,0.12562229150883,0.036585069618929,1.08847741433939,-0.111642846207543,0.386010910235457,9e-04,0.6988
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00636720351805893,-0.00344857367457592,0.197308281612975,-0.0790363069473212,0.12562229150883,0.036585069618929,1.08847741433939,-0.111642846207543,0.386010910235457,9e-04,0.6988
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0126748615977805,-0.00446620777601965,0.197308281612975,-0.0790363069473212,0.12562229150883,0.036585069618929,1.08847741433939,-0.111642846207543,0.386010910235457,9e-04,0.6988
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00766346238222585,-0.00442905353444661,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.197308281612975,0.445584566363209,-0.00141934277981071,-0.131958661925444,0.0012,0.8096
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00637916134545336,-0.00430397090527045,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.197308281612975,0.445584566363209,-0.00141934277981071,-0.131958661925444,0.0012,0.8096
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.00949553503754232,-0.00447375134828229,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.197308281612975,0.445584566363209,-0.00141934277981071,-0.131958661925444,0.0012,0.8096
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00699209133758504,-0.00444946497346659,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0,0.767030990351301,0.0242922859922054,0.0697798067515459,0.0012,0.8818
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00593249035441958,-0.00443845660131171,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0,0.767030990351301,0.0242922859922054,0.0697798067515459,0.0012,0.8818
